identifier,date,report,desc,title,for,against,abstention,no_show,excused
193938,2026-06-18,B10-0281/2026,,B10-0281/2026,,,,0,0
193940,2026-06-18,B10-0282/2026,,§ 15,,,,0,0
193944,2026-06-17,,,§ 11,354,249,50,0,0
193946,2026-06-17,,,§ 52,,,,0,0
193947,2026-06-17,,,§ 59,,,,0,0
193952,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – Motion for a resolution (as a whole),411,120,120,0,0
193973,2026-06-16,A10-0069/2026,,A10-0069/2026 – Bernd Lange – Proposal to vote on amendments,120,509,5,0,0
193974,2026-06-15,,,Tuesday’s agenda – Request by the S&D Group – AI,244,179,15,0,0
193975,2026-06-15,,,Tuesday’s agenda – Request by the Renew Group – Middle East,336,86,11,0,0
194000,2026-06-16,,,Request for an urgent decision,,,,0,0
194001,2026-06-17,A10-0140/2026,,A10-0140/2026 – Rasa Juknevičienė – After § 1 – Am 1,159,396,90,0,0
194002,2026-06-17,A10-0140/2026,,A10-0140/2026 – Rasa Juknevičienė – After § 12 – Am 2,88,514,38,0,0
194003,2026-06-17,A10-0143/2026,,A10-0143/2026 – Marjan Šarec – § 1 – Am 3,510,103,41,0,0
194004,2026-06-17,A10-0143/2026,,A10-0143/2026 – Marjan Šarec – After § 10 – Am 5,412,114,120,0,0
194005,2026-06-17,A10-0143/2026,,A10-0143/2026 – Marjan Šarec – After § 27 – Am 1,101,534,18,0,0
194006,2026-06-17,,,§ 30,,,,0,0
194007,2026-06-17,A10-0143/2026,,A10-0143/2026 – Marjan Šarec – § 31,454,143,56,0,0
194008,2026-06-17,A10-0143/2026,,A10-0143/2026 – Marjan Šarec – § 53 – Am 4,554,63,38,0,0
194009,2026-06-17,A10-0150/2026,,"A10-0150/2026 – Leoluca Orlando – § 1, after point k – Am 4",220,389,27,0,0
194010,2026-06-17,A10-0150/2026,,"A10-0150/2026 – Leoluca Orlando – § 1, point u – Am 7",284,333,32,0,0
194011,2026-06-17,A10-0150/2026,,A10-0150/2026 – Leoluca Orlando – After Recital J – Am 1,123,448,64,0,0
194012,2026-06-17,A10-0150/2026,,A10-0150/2026 – Leoluca Orlando – Recital R – Am 5,279,328,30,0,0
194013,2026-06-17,A10-0150/2026,,A10-0150/2026 – Leoluca Orlando – Recital S – Am 2,152,445,50,0,0
194014,2026-06-17,A10-0150/2026,,A10-0150/2026 – Leoluca Orlando – Recital T – Am 3,197,403,28,0,0
194015,2026-06-17,A10-0160/2026,,"A10-0160/2026 – Tomáš Kubín – Article 1, § 1, after point 1; Directive (EU) 2020/262 – Article 32 – § 3 – point a – Am 4",287,352,20,0,0
194016,2026-06-17,A10-0141/2026,,A10-0141/2026 – Andreas Schieder – § 11 – Am 8,196,424,26,0,0
194017,2026-06-17,A10-0141/2026,,A10-0141/2026 – Andreas Schieder – After § 17 – Am 9,203,424,29,0,0
194018,2026-06-17,A10-0141/2026,,A10-0141/2026 – Andreas Schieder – After § 18 – Am 10,183,432,37,0,0
194019,2026-06-17,A10-0141/2026,,A10-0141/2026 – Andreas Schieder – After § 18 – Am 11,184,424,39,0,0
194021,2026-06-17,,,§ 19,,,,0,0
194022,2026-06-17,,,§ 19,,,,0,0
194023,2026-06-17,A10-0141/2026,,A10-0141/2026 – Andreas Schieder – After § 21 – Am 12,201,425,25,0,0
194024,2026-06-17,A10-0141/2026,,A10-0141/2026 – Andreas Schieder – After § 21 – Am 13,188,416,30,0,0
194026,2026-06-17,,,§ 24,,,,0,0
194027,2026-06-17,,,§ 24,,,,0,0
194028,2026-06-17,A10-0141/2026,,A10-0141/2026 – Andreas Schieder – After § 33 – Am 1,114,532,9,0,0
194030,2026-06-17,A10-0141/2026,,A10-0141/2026 – Andreas Schieder – § 46 – Am 4,148,433,78,0,0
194032,2026-06-17,A10-0141/2026,,A10-0141/2026 – Andreas Schieder – After § 46 – Am 17/1,462,46,143,0,0
194033,2026-06-17,A10-0141/2026,,A10-0141/2026 – Andreas Schieder – After § 46 – Am 17/2,301,273,77,0,0
194034,2026-06-17,A10-0141/2026,,A10-0141/2026 – Andreas Schieder – After § 46 – Am 17/3,483,50,132,0,0
194036,2026-06-17,,,§ 49,,,,0,0
194037,2026-06-17,,,§ 49,,,,0,0
194038,2026-06-17,A10-0141/2026,,A10-0141/2026 – Andreas Schieder – After § 49 – Am 14,195,429,21,0,0
194040,2026-06-17,A10-0165/2026,,A10-0165/2026 – Ondřej Kolář – After § 35 – Am 6,156,435,63,0,0
194042,2026-06-17,,,§ 58,,,,0,0
194043,2026-06-17,,,§ 58,,,,0,0
194044,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – § 1 – Am 33,179,445,27,0,0
194045,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – § 1 – Am 8,123,512,21,0,0
194046,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – After § 5 – Am 34,173,448,20,0,0
194047,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – § 6 – Am 1,236,377,42,0,0
194048,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – § 12 – Am 2,327,291,40,0,0
194049,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – § 15 – Am 3,555,56,50,0,0
194050,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – § 22 – Am 4,342,260,61,0,0
194051,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – After § 26 – Am 35,256,373,17,0,0
194052,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – After § 35 – Am 36,213,433,13,0,0
194053,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – After § 35 – Am 42,135,502,13,0,0
194054,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – § 36 – Am 13,196,457,5,0,0
194055,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – After § 36 – Am 14,185,458,10,0,0
194056,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – After § 37 – Am 37,204,436,6,0,0
194057,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – After § 37 – Am 39,229,401,12,0,0
194058,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – § 39 – Am 29,193,431,28,0,0
194059,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – § 40 – Am 30,224,408,9,0,0
194060,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – § 40 – Am 31,241,345,31,0,0
194061,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – § 40 – Am 32,207,428,4,0,0
194063,2026-06-17,,,After § 41,,,,0,0
194064,2026-06-17,,,After § 41,,,,0,0
194065,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – § 42,470,125,60,0,0
194067,2026-06-17,,,§ 43,,,,0,0
194068,2026-06-17,,,§ 43,,,,0,0
194069,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – After § 43 – Am 48,186,403,69,0,0
194070,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – After § 43 – Am 49,89,447,116,0,0
194071,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – § 46 – Am 5,307,294,53,0,0
194072,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – After § 46 – Am 40,224,401,17,0,0
194073,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – After § 48 – Am 17,144,430,58,0,0
194074,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – After § 49 – Am 38,207,412,24,0,0
194075,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – § 57 – Am 6,202,348,107,0,0
194076,2026-06-17,A10-0106/2026,,A10-0106/2026 – Nacho Sánchez Amor – After § 64 – Am 18,202,433,16,0,0
194077,2026-06-17,A10-0166/2026,,A10-0166/2026 – Riho Terras – § 2 – Am 3,134,488,18,0,0
194078,2026-06-17,A10-0166/2026,,A10-0166/2026 – Riho Terras – § 6 – Am 4,126,443,43,0,0
194079,2026-06-17,A10-0166/2026,,A10-0166/2026 – Riho Terras – After § 63 – Am 2,252,305,89,0,0
194081,2026-06-17,,,§ 1,,,,0,0
194082,2026-06-17,,,§ 1,,,,0,0
194083,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – § 2 – Am 7,106,340,200,0,0
194085,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – § 2/1,494,74,88,0,0
194086,2026-06-17,,,§ 2,,,,0,0
194087,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – § 7 – Am 8,269,371,18,0,0
194089,2026-06-17,,,§ 7,,,,0,0
194090,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – § 7/2,345,295,9,0,0
194092,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – § 8/1,595,24,35,0,0
194093,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – § 8/2,423,153,61,0,0
194095,2026-06-17,,,§ 9,,,,0,0
194096,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – § 9/2,504,91,64,0,0
194098,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – § 27/1,517,93,38,0,0
194099,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – § 27/2,458,174,12,0,0
194101,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – After § 38 – Am 9/1,316,161,175,0,0
194102,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – After § 38 – Am 9/2,206,317,124,0,0
194104,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – § 71/1,545,90,13,0,0
194105,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – § 71/2,545,22,79,0,0
194106,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – § 73 – Am 3D,126,338,188,0,0
194108,2026-06-17,,,§ 76,,,,0,0
194109,2026-06-17,,,§ 76,,,,0,0
194110,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – After § 76 – Am 10,101,466,90,0,0
194111,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – Citation 4 – Am 5,145,489,23,0,0
194113,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – Recital C/1,563,82,11,0,0
194114,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – Recital C/2,439,133,75,0,0
194115,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – Recital G,482,95,61,0,0
194116,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – Recital J,547,57,53,0,0
194117,2026-06-17,A10-0162/2026,,A10-0162/2026 – Thomas Waitz – After Recital J – Am 6,329,257,59,0,0
194119,2026-06-17,A10-0161/2026,,"A10-0161/2026 – Tomáš Kubín – Article 12, after § 3 – Am 94",269,353,37,0,0
194120,2026-06-17,A10-0161/2026,,"A10-0161/2026 – Tomáš Kubín – Article 12, § 4 – Am 95",273,352,32,0,0
194121,2026-06-17,A10-0161/2026,,"A10-0161/2026 – Tomáš Kubín – Article 12, after § 4 – Am 96",266,363,32,0,0
194123,2026-06-17,,,Article 16,,,,0,0
194125,2026-06-17,,,Article 20,,,,0,0
194126,2026-06-17,A10-0161/2026,,A10-0161/2026 – Tomáš Kubín – Recital 3 – Am 89,287,304,69,0,0
194127,2026-06-17,A10-0161/2026,,A10-0161/2026 – Tomáš Kubín – After Recital 3 – Am 90,284,293,70,0,0
194128,2026-06-17,A10-0161/2026,,A10-0161/2026 – Tomáš Kubín – After Recital 4 – Am 91,297,267,87,0,0
194129,2026-06-17,A10-0161/2026,,A10-0161/2026 – Tomáš Kubín – Recital 15 – Am 92,281,315,62,0,0
194130,2026-06-17,A10-0161/2026,,A10-0161/2026 – Tomáš Kubín – Recital 18 – Am 93,300,331,31,0,0
194134,2026-06-17,A10-0048/2026,,A10-0048/2026 – Malik Azmani – Provisional agreement – Am 4,418,218,30,0,0
194135,2026-06-17,A10-0161/2026,,A10-0161/2026 – Tomáš Kubín – Article 16 – Am 60-61,328,294,32,0,0
194136,2026-06-17,A10-0161/2026,,A10-0161/2026 – Tomáš Kubín – Article 20 – Am 67-70,289,316,51,0,0
194308,2026-06-16,A10-0147/2026,,A10-0147/2026 – Lukas Mandl – Alternative motion for a resolution – Am 1,150,474,47,0,0
194309,2026-06-16,A10-0147/2026,,A10-0147/2026 – Lukas Mandl – After § 1 – Am 9,224,404,31,0,0
194311,2026-06-16,,,§ 11,,,,0,0
194312,2026-06-16,A10-0147/2026,,A10-0147/2026 – Lukas Mandl – § 11/2,455,211,7,0,0
194313,2026-06-16,A10-0147/2026,,A10-0147/2026 – Lukas Mandl – § 15 – Am 10,234,423,14,0,0
194315,2026-06-16,,,§ 15,,,,0,0
194316,2026-06-16,A10-0147/2026,,A10-0147/2026 – Lukas Mandl – § 15/2,253,165,214,0,0
194319,2026-06-16,,,§ 17,,,,0,0
194320,2026-06-16,A10-0147/2026,,A10-0147/2026 – Lukas Mandl – After § 18 – Am 4,431,223,10,0,0
194322,2026-06-16,A10-0147/2026,,A10-0147/2026 – Lukas Mandl – After § 25 – Am 11,222,429,14,0,0
194326,2026-06-16,A10-0147/2026,,A10-0147/2026 – Lukas Mandl – After § 33 – Am 12,244,410,12,0,0
194328,2026-06-16,,,Recital B,,,,0,0
194329,2026-06-16,,,Recital B,,,,0,0
194331,2026-06-16,,,Recital G,,,,0,0
194332,2026-06-16,A10-0147/2026,,A10-0147/2026 – Lukas Mandl – Recital G/2,438,182,50,0,0
194334,2026-06-16,,,Recital I,,,,0,0
194335,2026-06-16,,,Recital I,348,304,16,0,0
194336,2026-06-16,,,Recital J,408,200,63,0,0
194338,2026-06-16,,,Recital K,,,,0,0
194339,2026-06-16,,,Recital K,341,234,91,0,0
194341,2026-06-16,A10-0147/2026,,A10-0147/2026 – Lukas Mandl – Recital Q – Am 6,236,425,7,0,0
194343,2026-06-16,,,Recital S,,,,0,0
194344,2026-06-16,,,Recital S,293,205,168,0,0
194345,2026-06-16,A10-0147/2026,,A10-0147/2026 – Lukas Mandl – Recital U,419,226,20,0,0
194350,2026-06-16,,,Recital AC,,,,0,0
194351,2026-06-16,A10-0147/2026,,A10-0147/2026 – Lukas Mandl – Recital AC/2,442,178,46,0,0
194355,2026-06-16,A10-0147/2026,,A10-0147/2026 – Lukas Mandl – After recital AI – Am 7,218,419,30,0,0
194356,2026-06-16,A10-0147/2026,,A10-0147/2026 – Lukas Mandl – Recital AJ – Am 8,221,426,21,0,0
194357,2026-06-16,A10-0147/2026,,A10-0147/2026 – Lukas Mandl – Motion for a resolution (as a whole),344,237,66,0,0
194359,2026-06-17,,,After Article 4,,,,0,0
194361,2026-06-17,,,"Article 5, § 1",,,,0,0
194365,2026-06-17,,,"Article 10, title",,,,0,0
194368,2026-06-17,,,"Article 10, after § 1",,,,0,0
194369,2026-06-17,,,"Article 10, after § 1",,,,0,0
194370,2026-06-17,,,"Article 10, after § 1",,,,0,0
194371,2026-06-17,,,"Article 10, after § 1",,,,0,0
194375,2026-06-17,,,"Article 30, § 1",,,,0,0
194376,2026-06-17,,,"Article 30, § 3, introductory part",,,,0,0
194377,2026-06-17,,,"Article 30, § 3, point b",,,,0,0
194378,2026-06-17,,,"Article 30, § 4, introductory part",,,,0,0
194379,2026-06-17,,,After Article 30,,,,0,0
194387,2026-06-17,,,After recital 57,,,,0,0
194388,2026-06-17,,,Recital 60,,,,0,0
194389,2026-06-17,,,Recital 65,,,,0,0
194390,2026-06-17,,,After recital 65,,,,0,0
194392,2026-06-17,,,§ 39,,,,0,0
194393,2026-06-17,A10-0141/2026,,A10-0141/2026 – Andreas Schieder – After § 46 – Am 5,358,211,86,0,0
194394,2026-06-17,A10-0141/2026,,A10-0141/2026 – Andreas Schieder – § 49 – Am 6,261,379,21,0,0
194395,2026-06-17,A10-0141/2026,,A10-0141/2026 – Andreas Schieder – After § 49 – Am 7,254,389,14,0,0
194396,2026-06-17,,,After § 50,,,,0,0
194397,2026-06-18,B10-0275/2026,,B10-0275/2026 – § 3,431,58,78,0,0
194398,2026-06-18,B10-0275/2026,,B10-0275/2026 – § 14 – Am 6,181,379,10,0,0
194400,2026-06-18,B10-0275/2026,,B10-0275/2026 – § 14/1,509,48,9,0,0
194401,2026-06-18,B10-0275/2026,,B10-0275/2026 – § 14/2,262,291,15,0,0
194403,2026-06-18,,,§ 15,,,,0,0
194404,2026-06-18,B10-0275/2026,,B10-0275/2026 – § 15/2,409,144,11,0,0
194405,2026-06-18,,,§ 15,,,,0,0
194406,2026-06-18,B10-0275/2026,,B10-0275/2026 – After § 15 – Am 7,176,249,140,0,0
194407,2026-06-18,B10-0275/2026,,B10-0275/2026 – After § 15 – Am 8,167,363,36,0,0
194408,2026-06-18,B10-0275/2026,,B10-0275/2026 – § 19 – Am 9,169,389,6,0,0
194410,2026-06-18,,,§ 19,,,,0,0
194411,2026-06-18,,,§ 19,,,,0,0
194413,2026-06-18,,,§ 20,,,,0,0
194414,2026-06-18,,,§ 20,,,,0,0
194415,2026-06-18,,,§ 20,,,,0,0
194416,2026-06-18,,,Recital L,,,,0,0
194417,2026-06-18,A10-0158/2025,,"A10-0158/2025 – Jens Gieseke, Paulius Saudargas – Proposal for rejection – Am 422",108,436,24,0,0
194418,2026-06-18,,,Article 2 – after paragraph 1,,,,0,0
194419,2026-06-18,,,Article 6 – paragraph 1 – § 1,,,,0,0
194420,2026-06-18,,,"Article 6 – paragraph 3 – § 1 (corresponds to Article 6, paragraph 7, § 2 in Amendment 428)",,,,0,0
194421,2026-06-18,,,Article 9 – paragraph 1,,,,0,0
194422,2026-06-18,,,Recital 6,,,,0,0
194423,2026-06-17,,,Amendments by the committee responsible – put to the vote collectively,308,320,25,0,0
194424,2026-06-17,A10-0175/2026,,A10-0175/2026 – Jessica Polfjärd – Proposal to reject the Council position – Am 17= 25=,201,431,29,0,0
194425,2026-06-17,A10-0175/2026,,A10-0175/2026 – Jessica Polfjärd – After Article 4 – Am 21= 31=,202,428,33,0,0
194426,2026-06-17,A10-0175/2026,,"A10-0175/2026 – Jessica Polfjärd – Article 6, § 3, after point d – Am 6",269,357,39,0,0
194427,2026-06-17,A10-0175/2026,,"A10-0175/2026 – Jessica Polfjärd – Article 7, § 2, after point d – Am 7",257,354,44,0,0
194428,2026-06-17,A10-0175/2026,,"A10-0175/2026 – Jessica Polfjärd – Article 9, § 1, sub§ 2, after point d – Am 8",269,355,33,0,0
194429,2026-06-17,A10-0175/2026,,"A10-0175/2026 – Jessica Polfjärd – Article 10, § 1 – Am 32",264,372,25,0,0
194430,2026-06-17,A10-0175/2026,,"A10-0175/2026 – Jessica Polfjärd – Article 10, after § 1 – Am 22= 33=",258,376,29,0,0
194431,2026-06-17,A10-0175/2026,,A10-0175/2026 – Jessica Polfjärd – After Article 11 – Am 34,264,372,29,0,0
194432,2026-06-17,A10-0175/2026,,A10-0175/2026 – Jessica Polfjärd – After Article 24 – Am 23= 35=,262,369,29,0,0
194433,2026-06-17,A10-0175/2026,,"A10-0175/2026 – Jessica Polfjärd – Article 27, § 1, point c – Am 9",257,353,45,0,0
194434,2026-06-17,A10-0175/2026,,"A10-0175/2026 – Jessica Polfjärd – After Article 37 – Am 15,16= 24= 36=",280,343,40,0,0
194435,2026-06-17,A10-0175/2026,,"A10-0175/2026 – Jessica Polfjärd – Annex II, after point 2 – Am 37",205,425,24,0,0
194436,2026-06-17,A10-0175/2026,,A10-0175/2026 – Jessica Polfjärd – After Recital 1 – Am 18= 26=,209,433,19,0,0
194437,2026-06-17,A10-0175/2026,,A10-0175/2026 – Jessica Polfjärd – After Recital 15 – Am 27,212,424,29,0,0
194438,2026-06-17,A10-0175/2026,,A10-0175/2026 – Jessica Polfjärd – After Recital 18 – Am 19,185,450,21,0,0
194439,2026-06-17,A10-0175/2026,,A10-0175/2026 – Jessica Polfjärd – After Recital 25 – Am 20= 28=,258,370,25,0,0
194440,2026-06-17,A10-0175/2026,,A10-0175/2026 – Jessica Polfjärd – Recital 34 – Am 1,270,349,38,0,0
194441,2026-06-17,A10-0175/2026,,A10-0175/2026 – Jessica Polfjärd – After Recital 68 – Am 30,261,365,30,0,0
194442,2026-06-17,A10-0048/2026,,A10-0048/2026 – Malik Azmani – Proposal for rejection – Am 2 = 3 =,198,453,5,0,0
194444,2026-06-17,A10-0048/2026,,A10-0048/2026 – Malik Azmani – Proposal to vote on amendments,258,394,6,0,0
194446,2026-06-17,,,Text as a whole,,,,0,0
194448,2026-06-17,,,"Article 17, § 4",,,,0,0
194449,2026-06-17,,,"Article 17, § 4",,,,0,0
194450,2026-06-18,B10-0238/2026,,B10-0238/2026 – § 1 – Am 9,263,271,33,0,0
194452,2026-06-18,,,§ 6,,,,0,0
194453,2026-06-18,,,§ 6,320,239,9,0,0
194454,2026-06-18,B10-0238/2026,,B10-0238/2026 – § 6 – Am 1/3,305,238,21,0,0
194455,2026-06-18,B10-0238/2026,,B10-0238/2026 – § 6 – Am 7,298,264,7,0,0
194456,2026-06-18,B10-0238/2026,,B10-0238/2026 – § 8 – Am 8,282,274,13,0,0
194457,2026-06-18,B10-0238/2026,,B10-0238/2026 – § 13 – Am 10,282,276,7,0,0
194458,2026-06-18,B10-0238/2026,,B10-0238/2026 – After recital M – Am 4,291,269,7,0,0
194459,2026-06-18,B10-0238/2026,,B10-0238/2026 – After recital M – Am 5,302,256,11,0,0
194460,2026-06-18,B10-0238/2026,,B10-0238/2026 – After recital Q – Am 6,288,263,14,0,0
194461,2026-06-18,B10-0238/2026,,B10-0238/2026 – Motion for a resolution (as a whole),294,245,28,0,0
194462,2026-06-18,B10-0238/2026,,After § 6,,,,0,0
194463,2026-06-18,,,Motion for a resolution (as a whole),,,,0,0
194464,2026-06-18,B10-0278/2026,,B10-0278/2026,,,,0,0
194465,2026-06-18,B10-0279/2026,,B10-0279/2026,,,,0,0
194466,2026-06-18,B10-0280/2026,,B10-0280/2026,,,,0,0
194467,2026-06-18,,,§ 15,,,,0,0
194468,2026-06-18,,,Motion for a resolution (as a whole),,,,0,0
194501,2026-06-18,,,After § 1,,,,0,0
194502,2026-06-18,,,After § 1,,,,0,0
194504,2026-06-18,,,After § 1,,,,0,0
194510,2026-06-18,,,After § 4,,,,0,0
194511,2026-06-18,,,After § 4,,,,0,0
194513,2026-06-18,,,After citation 9,,,,0,0
194515,2026-06-18,,,After recital C,,,,0,0
194516,2026-06-18,,,After recital C,,,,0,0
194520,2026-06-18,B10-0285/2026,,B10-0285/2026,,,,0,0
194521,2026-06-18,B10-0286/2026,,B10-0286/2026,,,,0,0
194522,2026-06-18,B10-0287/2026,,B10-0287/2026,,,,0,0
194523,2026-06-18,B10-0288/2026,,B10-0288/2026,,,,0,0
194524,2026-06-18,B10-0289/2026,,B10-0289/2026,,,,0,0
194525,2026-06-18,B10-0290/2026,,B10-0290/2026,,,,0,0
194526,2026-06-18,B10-0291/2026,,B10-0291/2026,,,,0,0
194528,2026-06-18,,,After § 6,,,,0,0
194529,2026-06-18,,,After § 6,,,,0,0
194537,2026-06-18,B10-0295/2026,,B10-0295/2026,,,,0,0
194538,2026-06-18,B10-0296/2026,,B10-0296/2026,,,,0,0
194539,2026-06-18,B10-0304/2026,,B10-0304/2026,,,,0,0
194540,2026-06-18,B10-0307/2026,,B10-0307/2026,,,,0,0
194541,2026-06-18,B10-0308/2026,,B10-0308/2026,,,,0,0
194542,2026-06-18,B10-0309/2026,,B10-0309/2026,,,,0,0
194543,2026-06-18,B10-0311/2026,,B10-0311/2026,,,,0,0
194544,2026-06-18,B10-0275/2026,,B10-0275/2026 – § 14/3,402,135,31,0,0
194545,2026-06-18,B10-0275/2026,,B10-0275/2026 – After § 14 – Am 1,372,139,58,0,0
194546,2026-06-18,C10-0108/2026,,C10-0108/2026 – Commission proposal,559,7,5,0,0
194547,2026-06-18,B10-0285/2026,,B10-0285/2026 – § 1 – Am 22,177,381,8,0,0
194548,2026-06-18,B10-0285/2026,,B10-0285/2026 – After § 1 – Am 3,185,334,44,0,0
194549,2026-06-18,B10-0285/2026,,B10-0285/2026 – After § 1 – Am 4,112,330,124,0,0
194550,2026-06-18,B10-0285/2026,,B10-0285/2026 – After § 1 – Am 5,202,329,34,0,0
194551,2026-06-18,B10-0285/2026,,B10-0285/2026 – After § 1 – Am 6,195,353,15,0,0
