date,code,reference,name,baseurl,extensions
2015-04-15,VOT,P8_PV-PROV(2015)04-15(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/04-15/pv_provisoire/P8_PV-PROV(2015)04-15(VOT)_EN,pdf|docx
2015-05-27,VOT,P8_PV(2015)05-27(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/05-27/liste_presence/P8_PV(2015)05-27(VOT)_EN,pdf|docx
2015-05-21,VOT,P8_PV(2015)05-21(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/05-21/liste_presence/P8_PV(2015)05-21(VOT)_EN,pdf|docx
2015-05-20,VOT,P8_PV(2015)05-20(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/05-20/liste_presence/P8_PV(2015)05-20(VOT)_EN,pdf|docx
2015-03-25,VOT,P8_PV-PROV(2015)03-25(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/03-25/pv_provisoire/P8_PV-PROV(2015)03-25(VOT)_EN,pdf|docx
2015-03-12,VOT,P8_PV-PROV(2015)03-12(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/03-12/pv_provisoire/P8_PV-PROV(2015)03-12(VOT)_EN,pdf|docx
2015-03-11,VOT,P8_PV-PROV(2015)03-11(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/03-11/pv_provisoire/P8_PV-PROV(2015)03-11(VOT)_EN,pdf|docx
2015-03-10,VOT,P8_PV-PROV(2015)03-10(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/03-10/pv_provisoire/P8_PV-PROV(2015)03-10(VOT)_EN,pdf|docx
2015-05-19,VOT,P8_PV(2015)05-19(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/05-19/liste_presence/P8_PV(2015)05-19(VOT)_EN,pdf|docx
2015-04-30,VOT,P8_PV(2015)04-30(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/04-30/liste_presence/P8_PV(2015)04-30(VOT)_EN,pdf|docx
2015-02-12,VOT,P8_PV-PROV(2015)02-12(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/02-12/pv_provisoire/P8_PV-PROV(2015)02-12(VOT)_EN,pdf|docx
2015-02-11,VOT,P8_PV-PROV(2015)02-11(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/02-11/pv_provisoire/P8_PV-PROV(2015)02-11(VOT)_EN,pdf|docx
2015-01-15,VOT,P8_PV-PROV(2015)01-15(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/01-15/pv_provisoire/P8_PV-PROV(2015)01-15(VOT)_EN,pdf|docx
2015-04-29,VOT,P8_PV(2015)04-29(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/04-29/liste_presence/P8_PV(2015)04-29(VOT)_EN,pdf|docx
2015-04-28,VOT,P8_PV(2015)04-28(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/04-28/liste_presence/P8_PV(2015)04-28(VOT)_EN,pdf|docx
2015-01-13,VOT,P8_PV-PROV(2015)01-13(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/01-13/pv_provisoire/P8_PV-PROV(2015)01-13(VOT)_EN,pdf|docx
2014-12-18,VOT,P8_PV-PROV(2014)12-18(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/12-18/pv_provisoire/P8_PV-PROV(2014)12-18(VOT)_EN,doc
2014-12-17,VOT,P8_PV-PROV(2014)12-17(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/12-17/pv_provisoire/P8_PV-PROV(2014)12-17(VOT)_EN,doc
2014-12-16,VOT,P8_PV-PROV(2014)12-16(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/12-16/pv_provisoire/P8_PV-PROV(2014)12-16(VOT)_EN,doc
2015-04-15,VOT,P8_PV(2015)04-15(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/04-15/liste_presence/P8_PV(2015)04-15(VOT)_EN,pdf|docx
2014-11-27,VOT,P8_PV-PROV(2014)11-27(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/11-27/pv_provisoire/P8_PV-PROV(2014)11-27(VOT)_EN,doc
2014-11-26,VOT,P8_PV-PROV(2014)11-26(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/11-26/pv_provisoire/P8_PV-PROV(2014)11-26(VOT)_EN,doc
2014-11-25,VOT,P8_PV-PROV(2014)11-25(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/11-25/pv_provisoire/P8_PV-PROV(2014)11-25(VOT)_EN,doc
2014-11-13,VOT,P8_PV-PROV(2014)11-13(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/11-13/pv_provisoire/P8_PV-PROV(2014)11-13(VOT)_EN,doc
2015-03-25,VOT,P8_PV(2015)03-25(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/03-25/liste_presence/P8_PV(2015)03-25(VOT)_EN,pdf|docx
2015-03-12,VOT,P8_PV(2015)03-12(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/03-12/liste_presence/P8_PV(2015)03-12(VOT)_EN,pdf|docx
2015-03-11,VOT,P8_PV(2015)03-11(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/03-11/liste_presence/P8_PV(2015)03-11(VOT)_EN,pdf|docx
2014-10-23,VOT,P8_PV-PROV(2014)10-23(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/10-23/pv_provisoire/P8_PV-PROV(2014)10-23(VOT)_EN,doc
2014-10-22,VOT,P8_PV-PROV(2014)10-22(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/10-22/pv_provisoire/P8_PV-PROV(2014)10-22(VOT)_EN,doc
2014-10-21,VOT,P8_PV-PROV(2014)10-21(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/10-21/pv_provisoire/P8_PV-PROV(2014)10-21(VOT)_EN,doc
2014-09-18,VOT,P8_PV-PROV(2014)09-18(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/09-18/pv_provisoire/P8_PV-PROV(2014)09-18(VOT)_EN,doc
2015-03-10,VOT,P8_PV(2015)03-10(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/03-10/liste_presence/P8_PV(2015)03-10(VOT)_EN,pdf|docx
2015-02-12,VOT,P8_PV(2015)02-12(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/02-12/liste_presence/P8_PV(2015)02-12(VOT)_EN,pdf|docx
2014-09-17,VOT,P8_PV-PROV(2014)09-17(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/09-17/pv_provisoire/P8_PV-PROV(2014)09-17(VOT)_EN,doc
2014-09-16,VOT,P8_PV-PROV(2014)09-16(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/09-16/pv_provisoire/P8_PV-PROV(2014)09-16(VOT)_EN,doc
2014-07-17,VOT,P8_PV-PROV(2014)07-17(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/07-17/pv_provisoire/P8_PV-PROV(2014)07-17(VOT)_EN,doc
2014-07-16,VOT,P8_PV-PROV(2014)07-16(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/07-16/pv_provisoire/P8_PV-PROV(2014)07-16(VOT)_EN,doc
2015-02-11,VOT,P8_PV(2015)02-11(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/02-11/liste_presence/P8_PV(2015)02-11(VOT)_EN,pdf|docx
2014-07-02,VOT,P8_PV-PROV(2014)07-02(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/07-02/pv_provisoire/P8_PV-PROV(2014)07-02(VOT)_EN,doc
2015-01-15,VOT,P8_PV(2015)01-15(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/01-15/liste_presence/P8_PV(2015)01-15(VOT)_EN,pdf|docx
2015-01-13,VOT,P8_PV(2015)01-13(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/01-13/liste_presence/P8_PV(2015)01-13(VOT)_EN,pdf|docx
2014-12-18,VOT,P8_PV(2014)12-18(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/12-18/liste_presence/P8_PV(2014)12-18(VOT)_EN,doc
2014-12-17,VOT,P8_PV(2014)12-17(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/12-17/liste_presence/P8_PV(2014)12-17(VOT)_EN,doc
2014-12-16,VOT,P8_PV(2014)12-16(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/12-16/liste_presence/P8_PV(2014)12-16(VOT)_EN,doc
2014-11-27,VOT,P8_PV(2014)11-27(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/11-27/liste_presence/P8_PV(2014)11-27(VOT)_EN,doc
2014-11-26,VOT,P8_PV(2014)11-26(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/11-26/liste_presence/P8_PV(2014)11-26(VOT)_EN,doc
2014-11-25,VOT,P8_PV(2014)11-25(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/11-25/liste_presence/P8_PV(2014)11-25(VOT)_EN,doc
2014-11-13,VOT,P8_PV(2014)11-13(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/11-13/liste_presence/P8_PV(2014)11-13(VOT)_EN,doc
2014-10-23,VOT,P8_PV(2014)10-23(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/10-23/liste_presence/P8_PV(2014)10-23(VOT)_EN,doc
2014-10-22,VOT,P8_PV(2014)10-22(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/10-22/liste_presence/P8_PV(2014)10-22(VOT)_EN,doc
2014-10-21,VOT,P8_PV(2014)10-21(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/10-21/liste_presence/P8_PV(2014)10-21(VOT)_EN,doc
2014-09-18,VOT,P8_PV(2014)09-18(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/09-18/liste_presence/P8_PV(2014)09-18(VOT)_EN,doc
2014-09-17,VOT,P8_PV(2014)09-17(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/09-17/liste_presence/P8_PV(2014)09-17(VOT)_EN,doc
2014-09-16,VOT,P8_PV(2014)09-16(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/09-16/liste_presence/P8_PV(2014)09-16(VOT)_EN,doc
2014-07-17,VOT,P8_PV(2014)07-17(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/07-17/liste_presence/P8_PV(2014)07-17(VOT)_EN,doc
2014-07-16,VOT,P8_PV(2014)07-16(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/07-16/liste_presence/P8_PV(2014)07-16(VOT)_EN,doc
2014-07-02,VOT,P8_PV(2014)07-02(VOT),Minutes - Vote Result,http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/07-02/liste_presence/P8_PV(2014)07-02(VOT)_EN,doc
