date,code,status,reference,name,baseurl,extensions
2015-05-20,RCV,final,P8_PV(2015)05-20(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 20 mai 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/05-20/liste_presence/P8_PV(2015)05-20(RCV)_XC,pdf|doc|xml
2015-05-19,RCV,final,P8_PV(2015)05-19(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 19 mai 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/05-19/liste_presence/P8_PV(2015)05-19(RCV)_XC,pdf|doc|xml
2015-04-30,RCV,final,P8_PV(2015)04-30(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 30 avril 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/04-30/liste_presence/P8_PV(2015)04-30(RCV)_XC,pdf|doc|xml
2015-04-29,RCV,final,P8_PV(2015)04-29(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 29 avril 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/04-29/liste_presence/P8_PV(2015)04-29(RCV)_XC,pdf|doc|xml
2015-04-28,RCV,final,P8_PV(2015)04-28(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 28 avril 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/04-28/liste_presence/P8_PV(2015)04-28(RCV)_XC,pdf|doc|xml
2015-04-27,RCV,final,P8_PV(2015)04-27(RCV),"Procès-verbal- Votes par appel nominal - Lundi, 27 avril 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/04-27/liste_presence/P8_PV(2015)04-27(RCV)_XC,pdf|doc|xml
2015-04-15,RCV,final,P8_PV(2015)04-15(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 15 avril 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/04-15/liste_presence/P8_PV(2015)04-15(RCV)_XC,pdf|doc|xml
2015-03-25,RCV,final,P8_PV(2015)03-25(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 25 mars 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/03-25/liste_presence/P8_PV(2015)03-25(RCV)_XC,pdf|doc|xml
2015-03-12,RCV,final,P8_PV(2015)03-12(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 12 mars 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/03-12/liste_presence/P8_PV(2015)03-12(RCV)_XC,pdf|doc|xml
2015-03-11,RCV,final,P8_PV(2015)03-11(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 11 mars 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/03-11/liste_presence/P8_PV(2015)03-11(RCV)_XC,pdf|doc|xml
2015-03-10,RCV,final,P8_PV(2015)03-10(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 10 mars 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/03-10/liste_presence/P8_PV(2015)03-10(RCV)_XC,pdf|doc|xml
2015-02-12,RCV,final,P8_PV(2015)02-12(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 12 février 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/02-12/liste_presence/P8_PV(2015)02-12(RCV)_XC,pdf|doc|xml
2015-02-11,RCV,final,P8_PV(2015)02-11(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 11 février 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/02-11/liste_presence/P8_PV(2015)02-11(RCV)_XC,pdf|doc|xml
2015-01-15,RCV,final,P8_PV(2015)01-15(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 15 janvier 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/01-15/liste_presence/P8_PV(2015)01-15(RCV)_XC,pdf|doc|xml
2015-01-13,RCV,final,P8_PV(2015)01-13(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 13 janvier 2015",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2015/01-13/liste_presence/P8_PV(2015)01-13(RCV)_XC,pdf|doc|xml
2014-12-18,RCV,final,P8_PV(2014)12-18(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 18 décembre 2014",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/12-18/liste_presence/P8_PV(2014)12-18(RCV)_XC,pdf|doc|xml
2014-12-17,RCV,final,P8_PV(2014)12-17(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 17 décembre 2014",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/12-17/liste_presence/P8_PV(2014)12-17(RCV)_XC,pdf|doc|xml
2014-12-16,RCV,final,P8_PV(2014)12-16(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 16 décembre 2014",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/12-16/liste_presence/P8_PV(2014)12-16(RCV)_XC,pdf|doc|xml
2014-11-27,RCV,final,P8_PV(2014)11-27(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 27 novembre 2014",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/11-27/liste_presence/P8_PV(2014)11-27(RCV)_XC,pdf|doc|xml
2014-11-26,RCV,final,P8_PV(2014)11-26(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 26 novembre 2014",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/11-26/liste_presence/P8_PV(2014)11-26(RCV)_XC,pdf|doc|xml
2014-11-25,RCV,final,P8_PV(2014)11-25(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 25 novembre 2014",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/11-25/liste_presence/P8_PV(2014)11-25(RCV)_XC,pdf|doc|xml
2014-11-13,RCV,final,P8_PV(2014)11-13(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 13 novembre 2014",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/11-13/liste_presence/P8_PV(2014)11-13(RCV)_XC,pdf|doc|xml
2014-10-23,RCV,final,P8_PV(2014)10-23(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 23 octobre 2014",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/10-23/liste_presence/P8_PV(2014)10-23(RCV)_XC,pdf|doc|xml
2014-10-22,RCV,final,P8_PV(2014)10-22(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 22 octobre 2014",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/10-22/liste_presence/P8_PV(2014)10-22(RCV)_XC,pdf|doc|xml
2014-10-21,RCV,final,P8_PV(2014)10-21(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 21 octobre 2014",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/10-21/liste_presence/P8_PV(2014)10-21(RCV)_XC,pdf|doc|xml
2014-09-18,RCV,final,P8_PV(2014)09-18(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 18 septembre 2014",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/09-18/liste_presence/P8_PV(2014)09-18(RCV)_XC,pdf|doc|xml
2014-09-17,RCV,final,P8_PV(2014)09-17(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 17 septembre 2014",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/09-17/liste_presence/P8_PV(2014)09-17(RCV)_XC,pdf|doc|xml
2014-09-16,RCV,final,P8_PV(2014)09-16(RCV),"Procès-verbal- Votes par appel nominal - Mardi, 16 septembre 2014",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/09-16/liste_presence/P8_PV(2014)09-16(RCV)_XC,pdf|doc|xml
2014-07-17,RCV,final,P8_PV(2014)07-17(RCV),"Procès-verbal- Votes par appel nominal - Jeudi, 17 juillet 2014",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/07-17/liste_presence/P8_PV(2014)07-17(RCV)_XC,pdf|doc|xml
2014-07-16,RCV,final,P8_PV(2014)07-16(RCV),"Procès-verbal- Votes par appel nominal - Mercredi, 16 juillet 2014",http://www.europarl.europa.eu/RegData/seance_pleniere/proces_verbal/2014/07-16/liste_presence/P8_PV(2014)07-16(RCV)_XC,pdf|doc|xml
